olasz;angol;La mia amica mi ha fatto conoscere mio marito.;My friend introduced me to my husband.
angol;olasz;My friend introduced me to my husband.;Il mio amico mi ha presentato a mio marito.
angol;olasz;He returned the food to us.;Ci ha restituito il cibo.
angol;olasz;I always supported all your ideas;Ho sempre sostenuto tutte le tue idee
angol;olasz;The book that was found is not the one that I wanted.;Il libro che ? stato trovato non ? quello che volevo.
olasz;angol;Il libro trovato non ? quello che ho voluto.;The book that was found is not the one that I wanted.
angol;olasz;Yesterday José heard his friend on the radio.;Ieri José ha sentito il suo amico alla radio.
olasz;angol;Si piacquero subito.;They liked each other right away.
angol;olasz;They liked each other right away;Si sono piaciuti subito
olasz;angol;Mi sei piaciuta.;I liked you.
olasz;angol;Cosa costruiva tuo zio?;What did your uncle build?
angol;olasz;What was your uncle building?;Cosa stava costruendo tuo zio?
olasz;angol;I ragazzi sono stati a casa di mia sorella gioved? sera.;The kids went to my sister's house on Thursday night.
angol;olasz;The boys were at my sister's house Thursday night.;I ragazzi erano a casa di mia sorella gioved? sera.
olasz;német;Lui ? il bambino, lei l'adulta.;Er ist das Kind, sie ist der Erwachsene.
olasz;német;La sfera pubblica;Die Öffentlichkeit
német;olasz;Mein Name ist Maria.;Il mio nome ? Maria.
német;olasz;Die Hälfte der Bevölkerung hat Kinder.;La met? della popolazione ha figli.
angol;olasz;The handyman;Il tuttofare
angol;olasz;She has connections.;Ha delle connessioni.
angol;olasz;Let's go wake your brother.;Andiamo a svegliare tuo fratello.
angol;magyar;Excuse me, can you please repeat?;Elnézést, megismételné?
angol;magyar;I don't know where to receive the box.;Nem tudom, hol kaphatom a dobozt.
angol;olasz;I don't know where to receive the box.;Non so dove ricevere la scatola.
olasz;angol;tua moglie cosa vuole mangiare;what does your wife want to eat
angol;olasz;Can you pull me out of here?;Puoi tirarmi fuori di qui?
angol;magyar;Can you pull me out of here?;Kihúzhat innen?
angol;magyar;What do you think you are proving?;Mit gondolsz, mit bizonyítasz?
angol;olasz;What do you think you are proving?;Cosa credi di dimostrare?
angol;olasz;It is easier to die than to love.;? pi? facile morire che amare.
olasz;magyar;Lui mi fa indicare il piatto sul menu.;Arra késztet, hogy az étlapon szereplõ ételre mutassak.
olasz;angol;Lui mi fa indicare il piatto sul menu.;He makes me point to the dish on the menu.
olasz;angol;non posso leggere senza i miei occhiali;I can't read without my glasses
angol;olasz;I can't read without my glasses;Non riesco a leggere senza gli occhiali
olasz;angol;Perché non seguire la strada al parco;Why not follow the road to the park
angol;olasz;it is difficult to finish by December;? difficile finire entro dicembre
angol;olasz;They ask me to finish by tomorrow.;Mi chiedono di finire entro domani.
olasz;angol;Non voglio aspettare cos? tanto tempo.;I don't want to wait that long.
angol;olasz;You stayed out all night without calling;Sei rimasto fuori tutta la notte senza chiamare
angol;olasz;Have you not heard your name called?;Non hai sentito chiamare il tuo nome?
angol;olasz;insight;intuizione
angol;magyar;insight;belátás
olasz;angol;comunque;in any case
angol;olasz;I cannot believe it.;Non posso crederci.
angol;olasz;he decided to come;ha deciso di venire
olasz;angol;Voglio essere con te per sempre.;I want to be with you forever.
angol;olasz;I want to be with you forever;Voglio stare con te per sempre
angol;olasz;I don't want to have children.;Non voglio avere figli.
angol;olasz;I don't know what to say.;Non so cosa dire.
olasz;angol;Non so cosa dire.;I do not know what to say.
angol;olasz;it cannot be true;non pu? essere vero
olasz;német;Stai scrivendo a qualcuno;Sie schreiben an jemanden
német;olasz;meine Tochter ist bei seinen Großeltern;mia figlia ? con i suoi nonni
olasz;német;l'uccello sta giocando con la sua fragola;Der Vogel spielt mit seiner Erdbeere
olasz;német;Di chi ? la camicia?;Wem gehört das Hemd?
angol;olasz;what is the goal of this program;qual ? l'obiettivo di questo programma
olasz;angol;Lui ha molti libri di storia.;He has many history books.
angol;olasz;my brother likes to teach;a mio fratello piace insegnare
olasz;angol;I miei genitori mi parlano circa il significato di famiglia.;My parents talk to me about the meaning of family.
olasz;angol;l'allenamento inizia ad agosto;training starts in August
angol;olasz;he goes to university;va all'universit?
angol;olasz;The final words;Le ultime parole
olasz;angol;Leggo il prossimo capitolo.;I read the next chapter.
angol;olasz;the teacher says there is a test tomorrow;l'insegnante dice che domani c'? un test
angol;olasz;he needs more practice;ha bisogno di pi? pratica
olasz;angol;la ricerca;research
olasz;angol;I genitori sono responsabili dell'educazione dei propri figli.;Parents are responsible for the education of their children.
angol;magyar;I beg you;Könyörgöm
angol;olasz;I beg you;Ti scongiuro
angol;olasz;I know what you did last summer.;So cosa hai fatto l'estate scorsa.
olasz;angol;In generale mangiamo con nostra nonna.;In general we eat with our grandmother.
angol;olasz;In general we eat with our grandmother.;In generale si mangia con nostra nonna.
német;olasz;Ist irgendwem kalt?;Qualcuno ha freddo?
olasz;magyar;Vai a casa con qualcuno?;Hazamész valakivel?
olasz;német;Appartiene a me.;Es gehört zu mir.
angol;olasz;She stayed in the house all day;? rimasta in casa tutto il giorno
angol;olasz;the questions are still numerous;le domande sono ancora numerose
olasz;angol;il maglione ? di pura lana;the sweater is pure wool
angol;olasz;my uncle's car is faster than mine;la macchina di mio zio ? pi? veloce della mia
olasz;angol;Il maglione ? di pura lana.;The sweater is pure wool.
angol;olasz;The house is on a country road.;La casa ? su una strada di campagna.
angol;olasz;The house is on a provincial road.;La casa ? su una strada provinciale.
angol;olasz;This dress is the most traditional;Questo vestito ? il pi? tradizionale
olasz;angol;Mettilo qui!;Put it here!
angol;olasz;the hat fits him perfectly;il cappello gli sta perfettamente
angol;olasz;parents announce their child's name;i genitori annunciano il nome del loro bambino
olasz;angol;mia sorella riceve il giornale domenica;My sister receives the newspaper on Sunday.
angol;olasz;the generation my father thinks like you;La generazione di mio padre pensa come te.
angol;olasz;the doctor explains that he is alive;il dottore spiega che ? vivo
olasz;angol;Lei mi viene a trovare.;She comes to see me.
angol;olasz;She visits me.;Mi fa visita.
angol;olasz;the architect of the restaurant talks to the cook;l'architetto del ristorante parla con il cuoco
olasz;angol;aggiunge che la sua macchina é nera;he adds that his car is black
olasz;angol;loro siano;they are
olasz;angol;Odio i luned?.;I hate Mondays.
angol;olasz;the boy present his sister;il ragazzo presenta sua sorella
angol;olasz;Who knows a perfect family?;Chi conosce una famiglia perfetta?
olasz;angol;La strada continua per un po'.;The road continues for a bit.
angol;olasz;know me;conoscimi
angol;olasz;help me;aiutami
angol;olasz;the woman lives along the water;la donna vive lungo l'acqua
német;angol;Wo sind alle anderen hin?;Where did everyone else go?
angol;német;Where did everyone else go?;Wo sind alle anderen hingegangen?
német;angol;Haben Sie heute Abend Zeit?;Do you have time today in the evening?
angol;német;Are you free tonight?;Bist du heute Abend frei?
német;angol;Es gibt nichts, was wir tun können.;There is nothing we can do.
olasz;angol;talvolta lei prende il vino;sometimes she takes the wine
angol;olasz;my brother uses this bicycle;mio fratello usa questa bicicletta
angol;olasz;the sandwich contains cheese;il panino contiene formaggio
olasz;angol;abbiamo dimostrato che la risposta ? no;we have shown that the answer is no
olasz;angol;non mi hanno pagato quest'anno;they didn't pay me this year
angol;olasz;Even he has tried.;Anche lui ci ha provato.
angol;olasz;he even tried;ci ha anche provato
olasz;angol;Lei ha insistito.;She insisted.
angol;olasz;We have produced a lot of cheese.;Abbiamo prodotto molto formaggio.
angol;olasz;I didn't pay you today;Non ti ho pagato oggi
angol;olasz;they haven't paid me this year;non mi hanno pagato quest'anno
olasz;angol;abbiamo dimostrato che la risposta é no;we have shown that the answer is no
olasz;angol;La sua personalit? ? cambiata.;His personality has changed.
angol;olasz;she has already decided;ha gi? deciso
angol;olasz;I have read the important newspapers.;Ho letto i giornali importanti.
angol;olasz;she did not recognize me;lei non mi ha riconosciuto
olasz;angol;Mi sono perso. Dove abiti?;I'm lost. Where do you live?
olasz;angol;non ho vinto ma sono arrivato secondo;I didn't win but I finished second
olasz;angol;Io non l'ho ricevuta;I have not received it
angol;olasz;I'm lost. Where do you live?;Mi sono perso. Dove vivi?
angol;olasz;where did you look;Dove hai guardato
angol;olasz;which street did you follow;quale strada hai seguito
angol;olasz;the two brothers died;i due fratelli sono morti
angol;olasz;I waited more than two hours.;Ho aspettato pi? di due ore.
német;olasz;Ich koche vierzig Kartoffeln;Sto bollendo quaranta patate
német;olasz;Sechsundsiebzig Kinder lernen schwimmen.;Settantasei bambini stanno imparando a nuotare.
olasz;angol;I quattro uomini bevono del latte.;The four men drink some milk.
angol;német;We've been through this before.;Wir haben das schon einmal durchgemacht.
angol;német;You'll be safe with her.;Du wirst bei ihr sicher sein.
olasz;angol;Dai, andiamo!;Come on let's go!
angol;német;does the dog swim often?;schwimmt der Hund oft?
angol;olasz;did you remember your father's birthday;ti sei ricordato il compleanno di tuo padre
angol;olasz;he stayed in the hotel;ha soggiornato in albergo
olasz;angol;non abbiamo mai vissuto in citt?;we have never lived in the city
angol;olasz;how did you enter my room;come sei entrato nella mia stanza
olasz;angol;Siamo rimasti solo pochi giorni.;We only stayed a few days.
angol;olasz;He has held a place for me;Ha tenuto un posto per me
olasz;angol;Ho saputo del tuo matrimonio.;I heard about your marriage.
angol;olasz;I have found out about your wedding.;Ho scoperto il tuo matrimonio.
olasz;angol;Le ragazze hanno suonato due pezzi.;The girls played two pieces.
olasz;angol;Scusi é permesso?;Excuse me is it allowed?
angol;olasz;Excuse me, may I come in?;Mi scusi, posso entrare?
angol;német;What about the other one?;Was ist mit dem anderen?
angol;német;I can do it myself.;Ich kann das selbst.
német;angol;Das haben wir doch alles schon durch.;We've already done it all.
angol;német;That's what she said.;Das ist, was sie sagte.
olasz;német;Per che cosa hai bisogno di questo?;Wozu brauchst du das?
olasz;angol;Di che cosa state parlando?;What are you talking about?
olasz;német;Di che cosa state parlando?;Worüber sprecht ihr?
olasz;német;Da dove l'hai preso?;Wo hast du es her?
olasz;angol;Come mai siete in anticipo?;Why are you early?
német;angol;Wofür ist dieser Löffel?;What is this spoon for?
német;olasz;Wofür ist dieser Löffel?;A cosa serve questo cucchiaio?
olasz;angol;Che cosa ? un uomo?;What is a man?
olasz;német;Che cosa ? un uomo?;Was ist ein Mann?
angol;olasz;What is it like in Vienna?;Com'? a Vienna?
angol;német;What is it like in Vienna?;Wie ist es in Wien?
angol;olasz;I have liked it less.;Mi ? piaciuto di meno.
olasz;angol;Io me ne sono ricordato.;I remembered it.
angol;olasz;I have remembered it.;L'ho ricordato.
angol;olasz;I did not leave the umbrella at the restaurant.;Non ho lasciato l'ombrellone al ristorante.
olasz;angol;Non ci siamo ancora messi le scarpe.;We haven't put our shoes on yet.
angol;olasz;They have put their pants on.;Si sono messi i pantaloni.
angol;olasz;people fill the square;le persone riempiono la piazza
angol;olasz;why don't you clean the corners;perché non pulisci gli angoli
angol;olasz;Why don't you clean the corners?;Perché non pulisci gli angoli?
olasz;angol;Camminiamo nella piazza.;We walk in the square.
angol;olasz;At noon she lowers the curtains.;A mezzogiorno abbassa le tende.
olasz;angol;non feriamo i bambini;we don't hurt children
angol;olasz;We do not hurt children!;Non facciamo del male ai bambini!
olasz;angol;L'hanno saputo molto tempo fa.;They found out a long time ago.
olasz;angol;Penso spesso al posto dove ci siamo conosciuti.;I often think about the place where we met.
olasz;angol;Da dove é venuta;Where did it come from
angol;olasz;My boyfriend has never drunk beer.;Il mio ragazzo non ha mai bevuto birra.
angol;olasz;How could you?;Come hai potuto?
olasz;angol;Da dove ? venuta?;Where did it come from?
angol;olasz;Where has she come from?;Da dove viene?
olasz;angol;Non abbiamo mai avuto gatti.;We have never had cats.
angol;magyar;Do you mind if I open the window?;Nem zavar, ha kinyitom az ablakot?
angol;olasz;Do you mind if I open the window?;Ti dispiace se apro la finestra?
olasz;angol;Sembra sua madre.;Looks like her mother.
angol;olasz;My father is not as old as he looks.;Mio padre non ? vecchio come sembra.
angol;magyar;We do not know, but we suppose so.;Nem tudjuk, de feltételezzük.
angol;olasz;We do not know, but we suppose so.;Non lo sappiamo, ma supponiamo di s?.
angol;olasz;With whom does he train?;Con chi si allena?
olasz;angol;Con chi si allena?;Who do you train with?
angol;olasz;It seems she has many friends.;Sembra che abbia molti amici.
olasz;angol;sembra che lei abbia molti amici;it seems she has a lot of friends
olasz;angol;Ne trovi uno, per favore.;Find one, please.
olasz;angol;Ne provi uno, per favore.;Try one, please.
angol;olasz;Try one of them, please.;Prova uno di loro, per favore.
olasz;angol;So qualcuno al ristorante.;I know someone at the restaurant.
olasz;angol;Conosco qualcuno al ristorante.;I know someone at the restaurant.
olasz;angol;Loro mi raccontano tutto.;They tell me everything.
olasz;angol;ho pochi libri;I have few books
olasz;angol;Io ho alcuni libri.;I have some books.
olasz;angol;C'? qualcuno a casa?;Is anyone home?
angol;olasz;is anybody home;C'? nessuno in casa
angol;olasz;None of them look like my husband.;Nessuno di loro assomiglia a mio marito.
angol;olasz;I want something more;Voglio qualcosa di pi?
olasz;angol;i miei amici sono in un altro posto;my friends are in another place
angol;olasz;both parents are home now;entrambi i genitori sono a casa adesso
angol;olasz;Both of the streets lead to the station.;Entrambe le strade portano alla stazione.
angol;olasz;Whose are these glasses?;Di chi sono questi occhiali?
angol;olasz;whose glasses are these;di chi sono questi occhiali
olasz;angol;Qual ? il tuo gatto?;What is your cat?
olasz;angol;Loro abitano in questa citt?.;They live in this city.
angol;olasz;they live in this city;vivono in questa citt?
angol;olasz;this is not my father's phone;questo non ? il telefono di mio padre
olasz;angol;Quello ? il suo orologio.;That's his watch.
olasz;magyar;Per che cos'? quel cucchiaio?;Mire való ez a kanál?
olasz;angol;Per che cos'? quel cucchiaio?;What is that spoon for?
olasz;angol;Questi bambini sono senza cibo e talvolta anche senza genitori.;These children are without food and sometimes even without parents.
angol;német;That's what she said.;That's what she said.
olasz;angol;poi dove andiamo?;then where do we go?
angol;olasz;Apart from that, I don't know anything.;A parte questo, non so niente.
olasz;angol;Nessuno di loro assomiglia a mio marito.;None of them look like my husband.
olasz;angol;? possibile una cosa simile?;Is such a thing possible?
olasz;angol;Non c'? nessuna risposta.;There isn't any answer.
angol;olasz;I have tea with every meal.;Prendo il t? ad ogni pasto.
olasz;magyar;Io bevo il t? con ogni pasto.;Minden étkezéskor teát iszom.
angol;olasz;Everybody speaks well of her.;Tutti parlano bene di lei.
angol;olasz;Does she lie about her age?;Mentisce sulla sua et??
angol;olasz;The ice breaks.;Il ghiaccio si rompe.
angol;német;The animal hurts itself.;Das Tier tut sich weh.
angol;olasz;The animal hurts itself.;L'animale si ferisce.
olasz;német;L'anatra va dal gatto.;Die Ente geht zur Katze.
angol;német;the duck goes towards the cat;Die Ente geht auf die Katze zu
olasz;német;Il cane beve dal gabinetto?;Trinkt der Hund aus der Toilette?
német;olasz;Die Jungen rennen mit den Mädchen.;I ragazzi corrono con le ragazze.
olasz;német;L'uomo mangia a tavola.;Der Mann isst am Tisch.
olasz;német;Dei gatti dormono sul tetto.;Katzen schlafen auf dem Dach.
olasz;német;I cappelli sono di pelle.;Die Hüte sind aus Leder.
olasz;német;L'orso mangia pesce con sale e limone.;Der Bär frisst Fisch mit Salz und Zitrone.
olasz;angol;il cancello;the gate
olasz;német;il cancello;das Tor
olasz;német;Per quanto ne sappia, lui ? americano.;Soweit ich weiß, ist er Amerikaner.
olasz;angol;Per quanto ne sappia, lui ? americano.;As far as I know, he is American.
angol;olasz;Even the French drink coffee.;Anche i francesi bevono caff?.
olasz;angol;Anche i francesi bevono caff?.;The French also drink coffee.
angol;olasz;Is your uncle still abroad?;Tuo zio ? ancora all'estero?
olasz;német;Qual ? l'ora di partenza?;Was ist die Abfahrtszeit?
olasz;angol;Qual ? l'ora di partenza?;What is the departure time?
olasz;német;America, eccoci qua!;Amerika, hier sind wir!
olasz;angol;America, eccoci qua!;America, here we are!
olasz;angol;ci sono troppe persone nella stazione;there are too many people in the station
angol;olasz;There are too many people in the park.;Ci sono troppe persone nel parco.
olasz;német;A me non piacciono quei telefoni.;Ich mag diese Telefone nicht.
olasz;angol;A me non piacciono quei telefoni.;I don't like those phones.
angol;olasz;isn't it?;non ? vero?
angol;olasz;I prefer cheese sandwiches to jam ones.;Preferisco i panini al formaggio a quelli con la marmellata.
angol;olasz;The ingredient in the box is the right one.;L'ingrediente nella scatola ? quello giusto.
angol;német;The ingredient in the box is the right one.;Die Zutat in der Box ist die richtige.
angol;német;prefer that black one.;bevorzuge das schwarze.
angol;olasz;prefer that black one.;preferisco quello nero.
angol;olasz;Whose glasses are these?;Di chi sono questi occhiali?
angol;német;Whose glasses are these?;Wessen Brille ist das?
angol;német;These shoes are too small.;Diese Schuhe sind zu klein.
angol;olasz;These shoes are too small.;Queste scarpe sono troppo piccole.
angol;német;Let me out!;Lass mich raus!
angol;német;He's doing well.;Es geht ihm gut.
angol;német;It didn't have to be like this.;Es musste nicht so sein.
német;angol;Es hätte so nicht kommen müssen.;It didn't have to be like this.
angol;német;so what;Na und
angol;német;she says;Sie sagt
angol;német;Who is that man?;Wer ist der Mann?
angol;német;exactly;genau
angol;német;It is certain that he will come.;Es ist sicher, dass er kommen wird.
német;angol;es tut mir leid;I am sorry
német;olasz;es tut mir leid;mi dispiace
olasz;német;ho bisogno di un rasoio.;Ich brauche einen Rasierer.
német;olasz;Eine Zahnbürste;Uno spazzolino
olasz;német;questo dentifricio é salino;Diese Zahnpasta ist salzig.
német;olasz;Die Tasse ist voll;La tazza ? piena
olasz;német;Il trasloco si svolge rapidamente.;Der Umzug geht schnell.
olasz;német;molti appartamenti sono costosi;Viele Wohnungen sind teuer
német;angol;Dir muss nichts leid tun.;You don't have to feel sorry for anything.
német;olasz;Dir muss nichts leid tun.;Non devi dispiacerti per niente.
német;olasz;Hallo, Leute ! Was geht ab?;Ciao ragazzi ! Che cosa succede?
német;angol;Hallo, Leute ! Was geht ab?;Hi Guys ! What's up?
angol;német;How do you feel about it?;Wie stehen Sie dazu?
német;angol;Wie geht es Ihnen damit?;How are you doing with that?
német;olasz;Wie geht es Ihnen damit?;Come stai con quello?
angol;olasz;How do you feel about it?;Come ti senti a riguardo?
angol;olasz;I gotta go;Devo andare
angol;olasz;I don't want to go with you.;Non voglio venire con te.
angol;olasz;Where do you want us to go?;Dove vuoi che andiamo?
angol;német;This is my household.;Das ist mein Haushalt.
angol;olasz;This is my household.;Questa ? il mio bilancio
olasz;angol;I genitori pagano il mio trasloco.;Parents pay for my move.
olasz;angol;La parete ? bianca.;The wall is white.
olasz;német;Alle donne piacciono gli strumenti.;Frauen mögen Werkzeuge.
olasz;angol;tantissimo;a lot
angol;olasz;plenty of;abbondanza di
angol;olasz;We eat plenty of ice cream in the summer.;Mangiamo tantissimo gelato d'estate.
olasz;angol;Ho parecchio lavoro.;I have quite a lot of work.
olasz;angol;Ho parecchio lavoro.;I have a lot of work.
olasz;angol;Succede a parecchia gente.;It happens to a lot of people.
angol;olasz;Certain persons do not get there.;Certe persone non ci arrivano.
angol;olasz;I prefer cheese sandwiches to jam ones.;Preferisco i panini al formaggio a quelli alla marmellata.
angol;olasz;The dress that I like more is that black one.;L'abito che mi piace di pi? ? quello nero.
angol;olasz;That skirt is too short, isn't it?;Quella gonna ? troppo corta, vero?
olasz;angol;Preferisco i panini al formaggio a quelli con la marmellata.;I prefer cheese sandwiches to jam ones.
angol;olasz;This hat doesn't fit me.;Questo cappello non mi va bene.
angol;olasz;I need a piece of bread for my soup;Ho bisogno di un pezzo di pane per la mia zuppa
olasz;angol;Sono tue le forbici rosse?;Are you the red scissors?
angol;olasz;Why do so many people die?;Perché muore tanta gente?
angol;olasz;I am from the eighties.;Sono degli anni ottanta.
angol;olasz;There are ninety of us.;Siamo novanta.
olasz;angol;Lei non ha ancora trent'anni.;She is still not yet thirty years old.
angol;német;She did not want him to leave.;Sie wollte nicht, dass er ging.
német;angol;Alles hat seine Zeit.;Everything has it's time.
német;angol;Ich würde alles für dich tun.;I would do anything for you.
angol;német;Who is that man?;Wer ist dieser Mann?
angol;német;There's nothing we can do.;Es gibt nichts, was wir tun können
angol;német;There's nothing we can do.;Wir können nichts tun.
olasz;angol;Questo dentifricio ? salino.;This toothpaste is saline.
olasz;német;Questo dentifricio ? salino.;Diese Zahnpasta ist Kochsalzlösung.
olasz;német;Ho una ciotola di zuppa.;Ich habe eine Schüssel Suppe.
német;angol;Der Umzug erfolgt schnell;The move is quick
német;olasz;Der Umzug erfolgt schnell;La mossa ? veloce
olasz;német;il trasloco si svolge rapidamente;Der Umzug erfolgt schnell
olasz;angol;il trasloco si svolge rapidamente;the move takes place quickly
német;olasz;Der Umzug geht schnell.;La mossa ? veloce.
angol;olasz;the heating;il riscaldamento
olasz;angol;il riscaldamento;heating
olasz;angol;salgo le scale.;I go up the stairs.
olasz;angol;Lo sento sempre alla radio.;I always hear it on the radio.
olasz;angol;Ora sono sulla cima.;I'm on the top now.
olasz;angol;C'? una chiesa vicino alla fattoria.;There is a church by the farm.
olasz;angol;Perché il pomodoro ? per terra?;Why is the tomato on the ground?
angol;olasz;Why is the tomato on the ground?;Perché il pomodoro ? per terra?
olasz;angol;Ha appena diciassette anni.;He is barely seventeen years old.
olasz;angol;Ha appena diciassette anni.;He's just seventeen.
olasz;angol;Abbiamo ancora diciassette panini.;We still have seventeen sandwiches.
angol;olasz;I come in ninth.;Arrivo nono.
olasz;angol;aprile é il quarto mese dell'anno;April is the fourth month of the year
angol;német;We need to go.;Wir müssen gehen.
angol;német;It's unsurprising that Yoko would have said something like that.;Es ist nicht überraschend, dass Yoko so etwas gesagt hätte.
angol;német;There's nothing we can do.;Es gibt nichts, was wir tun können.
olasz;német;mio nonno é anziano ma le sue scarpe sono nuovo;Mein Großvater ist alt, aber seine Schuhe sind neu
olasz;német;Lui ? bello anche se ? anziano.;Er ist schön, obwohl er alt ist.
olasz;német;dopo mangiato noi dormono;Nach dem Essen schlafen wir
olasz;német;Come state?;Wie geht es euch?
olasz;német;Lui mi piace, dato che paga il cibo.;Ich mag ihn, weil er für das Essen bezahlt.
német;olasz;Mein Großvater ist alt, aber seine Schuhe sind neu.;Mio nonno ? vecchio ma le sue scarpe sono nuove.
német;olasz;Ich gehe schlafen, sobald ich fertig bin.;Vado a dormire appena ho finito.
olasz;német;Appena parli lei si addormenta;Sobald Sie sprechen, schläft sie ein
olasz;német;Io corro per essere l? in fretta.;Ich laufe, damit ich schnell da bin.
olasz;német;Lei mangia appena il cibo ? pronto.;Sie isst, sobald das Essen fertig ist.
német;olasz;Sofern du Durst hast, trinken wir.;Purché tu abbia sete, beviamo.
olasz;német;O te ne vai tu o me ne vado io!;Entweder gehst du oder ich gehe!
német;olasz;Doch, es ist gut.;Invece s?, ? buono.
olasz;angol;Invece s?, ? buono.;But yes, it is good.
olasz;német;gioco, dopo che lui dorme.;Nachdem er schläft, spiele ich.
olasz;német;gioco, dopo che lui dorme.;Spiel, nachdem er schläft.
német;angol;Nachdem er schläft, spiele ich;After he sleeps, I play
olasz;angol;Purché tu abbia fame, mangiamo.;As long as you're hungry, let's eat.
olasz;német;Purché tu abbia fame, mangiamo.;Solange du hungrig bist, lass uns essen.
olasz;német;Lui beve sia caff? che t?.;Er trinkt sowohl Kaffee als auch Tee.
német;olasz;Er trinkt Kaffee sowie Tee.;Beve caff? e t?.
olasz;angol;tu risulti;you result
olasz;német;tu risulti;Sie ergeben
német;olasz;Entweder ich oder sie.;O io o lei.
olasz;német;Il padre legge, dopo che i bambini dormono.;Der Vater liest, nachdem die Kinder geschlafen haben.
német;olasz;Sobald du sprichst, schläft sie ein.;Appena le parli, si addormenta.
olasz;német;Dopo che abbiamo mangiato, dormiamo.;Nachdem wir gegessen haben, schlafen wir.
német;olasz;Nachdem wir essen, schlafen wir.;Dopo aver mangiato, dormiamo.
olasz;német;Siccome gli piacciamo, lui ci piace.;Da er uns mag, mögen wir ihn.
német;olasz;Da er uns mag, mögen wir ihn.;Dato che gli piacciamo, ci piace.
német;olasz;Es ist niemand da.;Nessuno ? qui.
olasz;angol;Sono del dipartimento di polizia.;I'm from the police department.
angol;olasz;today we see the whole castle;oggi vediamo l'intero castello
angol;olasz;places;posti
olasz;angol;i luoghi;places
olasz;angol;lei non si ricorda di me;she doesn't remember me
olasz;angol;Si rivolge a me.;It turns to me.
angol;olasz;he turns towards me;si volta verso di me
angol;olasz;I am not sure about it.;Non ne sono sicuro.
angol;olasz;I'm not sure;non ne sono sicuro
olasz;angol;Ce l'ho gi?.;I already have it.
olasz;angol;Ce ne sono;There are
angol;olasz;Are we sure about it?;Ne siamo sicuri?
olasz;angol;Ce l'hai una ragazza?;Do you have a girlfriend?
olasz;angol;Lei non si ricorda di me.;She doesn't remember me.
angol;olasz;I don't love him;Io non lo amo
angol;olasz;I like beer but I don't drink it;Mi piace la birra ma non la bevo
angol;olasz;He misses his family.;Gli manca la sua famiglia.
olasz;angol;la ama molto;he loves her very much
olasz;angol;il vestito ti sta benissimo;The dress fits you very well.
olasz;angol;Vedo me stesso.;I see myself.
olasz;angol;mi vedo;I see myself
angol;olasz;I think only about you.;Penso solo a te.
angol;olasz;There are some of them.;Ce ne sono alcuni.
angol;olasz;How many do we have of them?;Quanti ne abbiamo?
olasz;angol;Come si chiama la pasticceria nella quale lavori?;What is the name of the pastry shop you work in?
olasz;angol;Non se ne va mai.;It never goes away.
olasz;angol;Ce l'hai un ragazzo?;Do you have a boyfriend?
olasz;angol;Lui ci sta nell'automobile.;He fits in the car.
angol;olasz;Lui ci sta nell'automobile.;Lui ci sta nell'automobile.
olasz;angol;A lui il caff? piace senza zucchero.;He likes coffee without sugar.
olasz;angol;Lei ? rossa come un pomodoro.;She is as red as a tomato.
angol;olasz;Cats are very clean animals.;I gatti sono animali molto puliti.
olasz;angol;mi ricordo di lei;I remember her
angol;olasz;I remember her.;La ricordo
olasz;angol;lei mi coinvolge;she involves me
angol;olasz;She includes me.;Mi include.
német;olasz;Ich mag deine Eltern;Mi piacciono i tuoi genitori
német;olasz;Der Partner isst sein Essen.;Il partner mangia il suo cibo.
német;olasz;Männer brauchen einander.;Gli uomini hanno bisogno l'uno dell'altro.
német;olasz;Welchen Wein brauchst du?;Di quale vino hai bisogno
olasz;német;Io lo conosco.;Ich kenne ihn.
olasz;német;Loro si piacciono.;Sie mögen einander.
német;olasz;Kennst du jemanden?;Conoscete qualcuno?
német;olasz;Sie mag jedes Tier.;Le piacciono tutti gli animali.
olasz;angol;Che cosa non va?;What's wrong?
angol;olasz;he is popular among the students;? popolare tra gli studenti
angol;olasz;It is not possible for me.;Non mi ? possibile.
olasz;angol;Qual ? l'et? legale per il matrimonio?;What is the legal age for marriage?
német;olasz;diese partnerschaft ist nützlich;questa partnership ? utile
német;olasz;Diese Partnerschaft ist nützlich!;Questa partnership ? utile!
angol;olasz;let's have lunch;pranziamo
olasz;angol;si mangia;let's have lunch
angol;német;Our child is playing.;Unser Kind spielt.
olasz;német;tuo marito mangia l'insetto;Ihr Mann frisst das Insekt
olasz;angol;La polizia ci viene dietro.;The police are after us.
angol;olasz;The police are after us.;La polizia ci viene dietro.
olasz;angol;I capitani parlano delle navi.;The captains talk about the ships.
angol;olasz;the flute is gray;il flauto ? grigio
olasz;angol;La festa ? nel mio quartiere.;The party is in my neighborhood.
német;olasz;Jede Katze mag Milch.;A ogni gatto piace il latte.
angol;olasz;See you in a bit!;Ci vediamo tra poco!
olasz;angol;la tua generazione veste nero;your generation wears black
angol;olasz;I often go into town on Sunday.;Spesso vado in citt? la domenica.
angol;olasz;how long is the bridge;quanto ? lungo il ponte
olasz;angol;sono certo della risposta;I'm sure of the answer
angol;olasz;it is mostly sugar;? principalmente zucchero
angol;olasz;i speak mainly of them;parlo principalmente di loro
angol;olasz;I speak mainly of them.;Parlo principalmente di loro.
olasz;angol;Sei proprio come tua madre.;You're just like your mother.
angol;olasz;you are truly like your mother;sei veramente come tua madre
